time,backscatter40,swath_indicator,as_des_pass,sat_id
2007-02-13T19:54:08Z,-12.619767,1,1,3
2007-02-13T21:34:19Z,-12.593013,0,1,3
2007-02-14T05:48:41Z,,0,0,3
2007-02-14T07:29:13Z,-11.844518,1,0,3
2007-02-14T19:33:16Z,-12.21449,1,1,3
2007-02-14T21:13:41Z,-13.061702,0,1,3
2007-02-15T05:28:02Z,-12.521449,0,0,3
2007-02-15T07:08:20Z,-12.335887,1,0,3
2007-02-16T05:07:26Z,-12.10247,0,0,3
2007-02-16T22:12:05Z,-12.1559305,0,1,3
2007-02-17T04:46:51Z,-12.066296,0,0,3
2007-02-17T20:11:31Z,-12.461147,1,1,3
2007-02-17T21:51:31Z,-12.243409,0,1,3
2007-02-18T19:50:42Z,-12.1936865,1,1,3
2007-02-18T21:30:56Z,-12.554678,0,1,3
2007-02-19T05:45:18Z,,0,0,3
2007-02-19T07:25:47Z,-11.698493,1,0,3
2007-02-19T19:29:50Z,-11.714424,1,1,3
2007-02-19T21:10:17Z,-12.724708,0,1,3
2007-02-20T05:24:39Z,-11.934697,0,0,3
2007-02-20T07:04:55Z,-11.712871,1,0,3
2007-02-21T05:04:02Z,-11.579736,0,0,3
2007-02-21T06:44:05Z,-12.129196,1,0,3
2007-02-21T22:08:43Z,-11.811933,0,1,3
2007-02-22T04:43:28Z,-11.401235,0,0,3
2007-02-23T19:47:16Z,-11.814384,1,1,3
2007-02-23T21:27:32Z,-12.178372,0,1,3
2007-02-24T05:41:53Z,-12.017934,0,0,3
2007-02-24T07:22:21Z,-11.006798,1,0,3
2007-02-24T19:26:24Z,-11.109719,1,1,3
2007-02-24T21:06:53Z,,0,1,3
2007-02-25T05:21:15Z,-11.684189,0,0,3
2007-02-25T07:01:29Z,-11.740227,1,0,3
2007-02-26T05:00:39Z,-11.680397,0,0,3
2007-02-26T06:40:39Z,-12.179524,1,0,3
2007-02-26T22:05:20Z,-12.14503,0,1,3
2007-02-27T04:40:06Z,-11.713154,0,0,3
2007-03-01T19:22:57Z,-11.219395,1,1,3
2007-03-01T21:03:30Z,,0,1,3
2007-03-02T05:17:51Z,-11.811757,0,0,3
2007-03-02T06:58:03Z,-11.740013,1,0,3
2007-03-03T04:57:16Z,-11.444053,0,0,3
2007-03-03T06:37:14Z,-11.758392,1,0,3
2007-03-03T20:22:03Z,,1,1,3
2007-03-03T22:01:57Z,-11.84352,0,1,3
2007-03-04T04:36:43Z,-11.48682,0,0,3
2007-03-04T20:01:15Z,-12.299591,1,1,3
2007-03-04T21:41:22Z,-12.157496,0,1,3
2007-03-05T19:40:24Z,-11.883449,1,1,3
2007-03-05T21:20:44Z,-12.519945,0,1,3
2007-03-06T05:35:06Z,-12.359157,0,0,3
2007-03-06T07:15:28Z,-11.529652,1,0,3
2007-03-06T19:19:31Z,,1,1,3
2007-03-07T05:14:28Z,-11.948086,0,0,3
2007-03-07T06:54:37Z,-12.020471,1,0,3
2007-03-08T04:53:53Z,-11.561408,0,0,3
2007-03-08T06:33:49Z,,1,0,3
2007-03-08T20:18:37Z,,1,1,3
2007-03-08T21:58:34Z,-12.056992,0,1,3
2007-03-09T19:57:49Z,-12.362159,1,1,3
2007-03-09T21:37:59Z,-12.363133,0,1,3
2007-03-10T07:32:55Z,,1,0,3
2007-03-10T19:36:58Z,-11.857907,1,1,3
2007-03-10T21:17:20Z,-12.741253,0,1,3
2007-03-11T05:31:41Z,-12.230605,0,0,3
2007-03-11T07:12:02Z,-11.761603,1,0,3
2007-03-12T05:11:05Z,-11.955238,0,0,3
2007-03-12T06:51:11Z,-12.240825,1,0,3
2007-03-12T22:15:43Z,-11.943205,0,1,3
2007-03-13T04:50:29Z,-11.838862,0,0,3
2007-03-13T20:15:12Z,-12.561948,1,1,3
2007-03-13T21:55:10Z,-12.041531,0,1,3
2007-03-14T19:54:23Z,-12.055684,1,1,3
2007-03-14T21:34:34Z,-12.455025,0,1,3
2007-03-15T05:48:57Z,,0,0,3
2007-03-15T07:29:29Z,-11.365197,1,0,3
2007-03-15T19:33:31Z,-11.905575,1,1,3
2007-03-15T21:13:56Z,-12.705342,0,1,3
2007-03-16T05:28:17Z,-12.289796,0,0,3
2007-03-16T07:08:35Z,-11.927691,1,0,3
2007-03-17T05:07:40Z,-12.210105,0,0,3
2007-03-17T06:47:46Z,-12.556651,1,0,3
2007-03-17T22:12:21Z,-12.475725,0,1,3
2007-03-18T04:47:06Z,-12.046458,0,0,3
2007-03-18T20:11:46Z,-12.723511,1,1,3
2007-03-18T21:51:46Z,-12.389895,0,1,3
2007-03-19T19:50:57Z,-12.286594,1,1,3
2007-03-19T21:31:11Z,-12.601811,0,1,3
2007-03-20T05:45:33Z,,0,0,3
2007-03-20T07:26:02Z,-11.775731,1,0,3
2007-03-20T19:30:05Z,-12.060376,1,1,3
2007-03-20T21:10:32Z,-12.839832,0,1,3
2007-03-21T05:24:53Z,-12.745033,0,0,3
2007-03-21T07:05:09Z,-12.373336,1,0,3
2007-03-22T05:04:16Z,-12.171971,0,0,3
2007-03-22T06:44:19Z,-12.749114,1,0,3
2007-03-22T22:08:57Z,-12.356561,0,1,3
2007-03-23T04:43:43Z,-12.124309,0,0,3
2007-03-23T20:08:20Z,-12.717872,1,1,3
2007-03-23T21:48:23Z,-12.419545,0,1,3
2007-03-24T19:47:30Z,-12.432437,1,1,3
2007-03-24T21:27:46Z,-12.790864,0,1,3
2007-03-25T05:42:08Z,-12.399016,0,0,3
2007-03-25T07:22:34Z,-11.820061,1,0,3
2007-03-25T19:26:38Z,-12.105407,1,1,3
2007-03-25T21:07:07Z,,0,1,3
2007-03-26T05:21:29Z,-12.453179,0,0,3
2007-03-26T07:01:43Z,-12.136365,1,0,3
2007-03-27T05:00:53Z,-12.224186,0,0,3
2007-03-27T06:40:53Z,-12.571785,1,0,3
2007-03-27T22:05:33Z,-12.583412,0,1,3
2007-03-28T04:40:19Z,-12.024989,0,0,3
2007-03-28T20:04:54Z,-12.73719,1,1,3
2007-03-28T21:44:59Z,-12.484717,0,1,3
2007-03-29T19:44:04Z,-12.245898,1,1,3
2007-03-29T21:24:22Z,-12.752547,0,1,3
2007-03-30T05:38:43Z,-12.850238,0,0,3
2007-03-30T07:19:08Z,-12.048039,1,0,3
2007-03-30T19:23:11Z,-11.785884,1,1,3
2007-03-30T21:03:42Z,,0,1,3
2007-03-31T05:18:05Z,-12.286926,0,0,3
2007-03-31T06:58:16Z,-12.486984,1,0,3
2007-04-01T04:57:29Z,-11.133328,0,0,3
2007-04-01T06:37:27Z,-11.721252,1,0,3
2007-04-01T20:22:16Z,,1,1,3
2007-04-01T22:02:10Z,-10.842219,0,1,3
2007-04-02T04:36:55Z,-10.926092,0,0,3
2007-04-02T20:01:28Z,-11.579619,1,1,3
2007-04-02T21:41:35Z,-11.0029745,0,1,3
2007-04-03T19:40:37Z,-11.603021,1,1,3
2007-04-03T21:20:57Z,-11.716209,0,1,3
2007-04-04T05:35:19Z,-12.077281,0,0,3
2007-04-04T07:15:40Z,-11.412682,1,0,3
2007-04-04T19:19:43Z,,1,1,3
2007-04-05T05:14:40Z,-11.294492,0,0,3
2007-04-05T06:54:50Z,-11.540665,1,0,3
2007-04-06T04:54:05Z,-10.475928,0,0,3
2007-04-06T06:34:01Z,,1,0,3
2007-04-06T20:18:49Z,,1,1,3
2007-04-06T21:58:46Z,-10.589568,0,1,3
2007-04-07T19:58:02Z,-10.715358,1,1,3
2007-04-07T21:38:10Z,-10.636395,0,1,3
2007-04-08T07:33:07Z,,1,0,3
2007-04-08T19:37:10Z,-10.529485,1,1,3
2007-04-08T21:17:33Z,-10.995422,0,1,3
2007-04-09T05:31:54Z,-10.933094,0,0,3
2007-04-09T07:12:13Z,-10.624824,1,0,3
2007-04-10T05:11:16Z,-10.712833,0,0,3
2007-04-10T06:51:23Z,-11.184522,1,0,3
2007-04-10T22:15:55Z,-10.558042,0,1,3
2007-04-11T04:50:41Z,-10.37589,0,0,3
2007-04-11T20:15:24Z,-10.639833,1,1,3
2007-04-11T21:55:22Z,-10.466758,0,1,3
2007-04-12T19:54:35Z,-10.540077,1,1,3
2007-04-12T21:34:46Z,-10.270782,0,1,3
2007-04-13T05:49:08Z,,0,0,3
2007-04-13T07:29:40Z,-10.616752,1,0,3
2007-04-13T19:33:43Z,-10.22125,1,1,3
2007-04-13T21:14:08Z,-10.68042,0,1,3
2007-04-14T05:28:29Z,-10.47564,0,0,3
2007-04-14T07:08:47Z,-10.683101,1,0,3
2007-04-15T05:07:52Z,-10.16932,0,0,3
2007-04-15T06:47:56Z,-10.68991,1,0,3
2007-04-15T22:12:31Z,-9.790204,0,1,3
2007-04-16T04:47:17Z,-9.95727,0,0,3
2007-04-16T20:11:57Z,-9.970653,1,1,3
2007-04-16T21:51:57Z,-9.605873,0,1,3
2007-04-17T19:51:08Z,-9.631658,1,1,3
2007-04-17T21:31:21Z,-9.60138,0,1,3
2007-04-18T05:45:43Z,,0,0,3
2007-04-18T07:26:12Z,-9.966241,1,0,3
2007-04-18T19:30:15Z,-9.359216,1,1,3
2007-04-18T21:10:43Z,-9.458371,0,1,3
2007-04-19T05:25:04Z,-9.730102,0,0,3
2007-04-19T07:05:19Z,-9.826386,1,0,3
2007-04-20T05:04:27Z,-9.632613,0,0,3
2007-04-20T06:44:30Z,-9.9134445,1,0,3
2007-04-25T22:05:42Z,-9.170181,0,1,3
2007-04-26T04:40:29Z,-9.435912,0,0,3
2007-04-26T20:05:03Z,-9.55579,1,1,3
2007-04-26T21:45:08Z,-9.345703,0,1,3
2007-04-27T19:44:13Z,-9.769738,1,1,3
2007-04-27T21:24:30Z,-9.94061,0,1,3
2007-04-28T05:38:52Z,-10.129399,0,0,3
2007-04-28T07:19:16Z,-10.467708,1,0,3
2007-04-28T19:23:19Z,-10.000854,1,1,3
2007-04-28T21:03:51Z,,0,1,3
2007-04-29T05:18:13Z,-9.880502,0,0,3
2007-04-29T06:58:24Z,-10.166561,1,0,3
2007-04-30T04:57:38Z,-9.738184,0,0,3
2007-04-30T06:37:35Z,-9.860353,1,0,3
2007-04-30T20:22:24Z,,1,1,3
2007-04-30T22:02:18Z,-9.38984,0,1,3
2007-05-01T04:37:03Z,-9.47956,0,0,3
2007-05-01T20:01:36Z,-9.570308,1,1,3
2007-05-01T21:41:42Z,-9.374798,0,1,3
2007-05-02T19:40:45Z,-9.156498,1,1,3
2007-05-02T21:21:05Z,-9.408119,0,1,3
2007-05-03T05:35:26Z,-9.580592,0,0,3
2007-05-03T07:15:48Z,-9.538379,1,0,3
2007-05-03T19:19:51Z,,1,1,3
2007-05-04T05:14:48Z,-9.235217,0,0,3
2007-05-04T06:54:56Z,-9.663503,1,0,3
2007-05-05T04:54:13Z,-9.428733,0,0,3
2007-05-05T06:34:09Z,,1,0,3
2007-05-05T20:18:56Z,,1,1,3
2007-05-05T21:58:53Z,-9.766255,0,1,3
2007-05-06T19:58:08Z,-9.557036,1,1,3
2007-05-06T21:38:17Z,-9.598337,0,1,3
2007-05-07T07:33:14Z,,1,0,3
2007-05-07T19:37:16Z,-9.820656,1,1,3
2007-05-07T21:17:39Z,-10.090773,0,1,3
2007-05-08T05:31:59Z,-9.885756,0,0,3
2007-05-08T07:12:20Z,-9.833122,1,0,3
2007-05-09T05:11:22Z,-9.759675,0,0,3
2007-05-09T06:51:29Z,-10.179187,1,0,3
2007-05-09T22:16:01Z,-9.236088,0,1,3
2007-05-10T04:50:47Z,-9.578202,0,0,3
2007-05-10T20:15:29Z,-9.403827,1,1,3
2007-05-10T21:55:27Z,-9.280148,0,1,3
2007-05-11T19:54:40Z,-10.002134,1,1,3
2007-05-11T21:34:51Z,-9.839597,0,1,3
2007-05-12T05:49:14Z,,0,0,3
2007-05-12T07:29:45Z,-10.125092,1,0,3
2007-05-12T19:33:48Z,-9.296204,1,1,3
2007-05-12T21:14:13Z,-9.26664,0,1,3
2007-05-13T05:28:34Z,-9.869626,0,0,3
2007-05-13T07:08:52Z,-9.934277,1,0,3
2007-05-14T05:07:56Z,-9.681727,0,0,3
2007-05-14T06:48:02Z,-10.023023,1,0,3
2007-05-14T22:12:36Z,-9.322616,0,1,3
2007-05-15T04:47:22Z,-9.286418,0,0,3
2007-05-15T20:12:01Z,-9.4565115,1,1,3
2007-05-15T21:52:02Z,-9.442843,0,1,3
2007-05-16T19:51:11Z,-9.360928,1,1,3
2007-05-16T21:31:25Z,-9.372124,0,1,3
2007-05-17T05:45:47Z,,0,0,3
2007-05-17T07:26:16Z,-9.591922,1,0,3
2007-05-17T19:30:19Z,-9.444828,1,1,3
2007-05-17T21:10:47Z,-9.688472,0,1,3
2007-05-18T05:25:08Z,-9.613353,0,0,3
2007-05-18T07:05:23Z,-9.847125,1,0,3
2007-05-19T05:04:31Z,-9.490952,0,0,3
2007-05-19T06:44:33Z,-10.173049,1,0,3
2007-05-19T22:09:10Z,-9.131673,0,1,3
2007-05-20T04:43:57Z,-9.396987,0,0,3
2007-05-20T20:08:33Z,-9.476207,1,1,3
2007-05-20T21:48:36Z,-9.348634,0,1,3
2007-05-21T19:47:43Z,-9.234229,1,1,3
2007-05-21T21:27:59Z,-9.4831085,0,1,3
