time,backscatter40,swath_indicator,as_des_pass,sat_id
2007-01-02T04:18:40Z,-12.918723,0,1,3
2007-01-02T15:35:23Z,-12.32642,1,0,3
2007-01-03T03:58:04Z,-14.347024,0,1,3
2007-01-03T15:14:39Z,-13.486931,1,0,3
2007-01-05T03:16:43Z,-13.790267,1,1,3
2007-01-05T14:33:22Z,-13.268963,0,0,3
2007-01-07T04:15:18Z,-13.027699,0,1,3
2007-01-07T15:32:00Z,-12.872962,1,0,3
2007-01-08T03:54:41Z,-12.827966,0,1,3
2007-01-08T15:11:16Z,,1,0,3
2007-01-10T03:13:20Z,-13.415502,1,1,3
2007-01-10T14:30:00Z,-13.082294,0,0,3
2007-01-12T04:11:55Z,-12.98096,0,1,3
2007-01-12T15:28:36Z,-13.542416,1,0,3
2007-01-14T03:30:39Z,,1,1,3
2007-01-14T14:47:13Z,-14.404751,0,0,3
2007-01-15T03:09:56Z,-13.222435,1,1,3
2007-01-15T14:26:37Z,-12.592473,0,0,3
2007-01-17T04:08:34Z,-13.166095,0,1,3
2007-01-17T15:25:12Z,-13.372212,1,0,3
2007-01-19T03:27:15Z,-14.307541,1,1,3
2007-01-19T14:43:51Z,-13.744973,0,0,3
2007-01-20T03:06:32Z,-13.341245,1,1,3
2007-01-20T14:23:16Z,-12.61954,0,0,3
2007-01-22T04:05:11Z,-13.476453,0,1,3
2007-01-22T15:21:49Z,-13.226074,1,0,3
2007-01-24T03:23:52Z,-14.115104,1,1,3
2007-01-24T14:40:29Z,-13.610637,0,0,3
2007-01-25T03:03:07Z,-12.03102,1,1,3
2007-01-25T14:19:53Z,-12.439317,0,0,3
2007-01-26T04:22:24Z,-14.01065,0,1,3
2007-01-26T15:39:10Z,-13.648974,1,0,3
2007-01-27T04:01:48Z,-14.090984,0,1,3
2007-01-27T15:18:24Z,-13.533765,1,0,3
2007-01-29T03:20:28Z,-13.832256,1,1,3
2007-01-29T14:37:05Z,-13.726904,0,0,3
2007-01-31T04:19:01Z,-12.421726,0,1,3
2007-01-31T15:35:45Z,-12.658153,1,0,3
2007-02-01T03:58:25Z,-14.104563,0,1,3
2007-02-01T15:15:01Z,-13.290813,1,0,3
2007-02-03T03:17:04Z,-13.516472,1,1,3
2007-02-03T14:33:43Z,-12.925828,0,0,3
2007-02-05T04:15:39Z,-12.650505,0,1,3
2007-02-05T15:32:21Z,-13.114685,1,0,3
2007-02-06T03:55:03Z,-12.655348,0,1,3
2007-02-06T15:11:37Z,,1,0,3
2007-02-08T03:13:40Z,-13.691479,1,1,3
2007-02-08T14:30:20Z,-13.513293,0,0,3
2007-02-10T04:12:16Z,-13.089549,0,1,3
2007-02-10T15:28:56Z,-13.235585,1,0,3
2007-02-12T03:30:59Z,,1,1,3
2007-02-12T14:47:34Z,-14.461488,0,0,3
2007-02-13T03:10:15Z,-13.532891,1,1,3
2007-02-13T14:26:57Z,-13.396735,0,0,3
2007-02-15T04:08:53Z,-13.341778,0,1,3
2007-02-15T15:25:32Z,-13.577332,1,0,3
2007-02-17T03:27:35Z,-14.729728,1,1,3
2007-02-17T14:44:10Z,-13.757965,0,0,3
2007-02-18T03:06:51Z,-13.774579,1,1,3
2007-02-18T14:23:34Z,-13.640239,0,0,3
2007-02-20T04:05:30Z,-13.951001,0,1,3
2007-02-20T15:22:07Z,-14.285887,1,0,3
2007-02-22T03:24:11Z,-14.155211,1,1,3
2007-02-22T14:40:47Z,-13.551915,0,0,3
2007-02-24T04:22:42Z,-14.14993,0,1,3
2007-02-24T15:39:28Z,-13.678045,1,0,3
2007-02-25T04:02:07Z,-13.627261,0,1,3
2007-02-25T15:18:43Z,-13.862214,1,0,3
2007-02-27T03:20:46Z,-14.030368,1,1,3
2007-03-01T15:36:02Z,-12.689761,1,0,3
2007-03-02T03:58:43Z,-14.39416,0,1,3
2007-03-02T15:15:18Z,-14.048827,1,0,3
2007-03-04T03:17:21Z,-13.433734,1,1,3
2007-03-04T14:34:00Z,-13.617184,0,0,3
2007-03-06T04:15:55Z,-12.897984,0,1,3
2007-03-06T15:32:38Z,-12.812065,1,0,3
2007-03-07T03:55:19Z,-12.590662,0,1,3
2007-03-07T15:11:54Z,,1,0,3
2007-03-09T03:13:57Z,-13.417206,1,1,3
2007-03-09T14:30:36Z,-13.117511,0,0,3
2007-03-11T04:12:32Z,-13.069368,0,1,3
2007-03-11T15:29:12Z,-13.519092,1,0,3
2007-03-13T03:31:14Z,,1,1,3
2007-03-13T14:47:49Z,-14.107736,0,0,3
2007-03-14T03:10:31Z,-13.00518,1,1,3
2007-03-14T14:27:13Z,-12.952786,0,0,3
2007-03-16T04:09:08Z,-13.632266,0,1,3
2007-03-16T15:25:47Z,-13.863693,1,0,3
